timestamp,source,destination,protocol,length,prediction,distance
2025-04-13 19:41:42,192.168.56.1,239.255.255.250,SSDP,209,normal,1.862498982594854
2025-04-13 19:41:52,192.168.56.1,239.255.255.250,SSDP,209,normal,1.861508062395306
2025-04-13 19:42:02,192.168.56.1,239.255.255.250,SSDP,209,normal,1.8610889951769853
2025-04-13 19:42:12,192.168.56.1,239.255.255.250,SSDP,209,normal,1.860499994719574
2025-04-13 19:42:22,192.168.56.1,239.255.255.250,SSDP,209,normal,1.8609229536785825
2025-04-13 19:42:32,192.168.56.1,239.255.255.250,SSDP,209,normal,1.8624439876888268
2025-04-13 19:42:42,192.168.56.1,239.255.255.250,SSDP,209,normal,1.8629742234842446
2025-04-13 19:42:52,192.168.56.1,239.255.255.250,SSDP,209,normal,1.8635915967893684
2025-04-13 19:43:02,192.168.56.1,239.255.255.250,SSDP,209,normal,1.8634547080448942
2025-04-13 19:43:12,192.168.56.1,239.255.255.250,SSDP,209,normal,1.863839181402927
2025-04-13 19:43:22,192.168.56.1,239.255.255.250,SSDP,209,normal,1.861588485271961
2025-04-13 19:43:32,192.168.56.1,239.255.255.250,SSDP,209,normal,1.8614534424250846
2025-04-13 19:43:42,192.168.56.1,239.255.255.250,SSDP,209,normal,1.8623650698675305
2025-04-13 19:43:52,192.168.56.1,239.255.255.250,SSDP,209,normal,1.8607493242639659
2025-04-13 19:43:56,,,SSDP,157,normal,1.8587625959369505
2025-04-13 19:43:56,192.168.56.1,239.255.255.250,SSDP,143,normal,1.8605526318620533
2025-04-13 19:43:56,192.168.56.1,224.0.0.251,MDNS,75,normal,1.5060675075736216
2025-04-13 19:43:56,,,MDNS,95,normal,1.5079346705606647
2025-04-13 19:43:56,192.168.56.1,224.0.0.251,MDNS,77,normal,1.5110257376355205
2025-04-13 19:43:56,,,MDNS,97,normal,1.5077530195114621
2025-04-13 19:43:56,192.168.56.1,224.0.0.251,MDNS,78,normal,1.5076675638381452
2025-04-13 19:43:56,,,MDNS,98,normal,1.5074098544576209
2025-04-13 19:43:56,192.168.56.1,224.0.0.251,MDNS,75,normal,1.5038648409430442
2025-04-13 19:43:56,,,MDNS,95,normal,1.5101246114640763
2025-04-13 19:43:56,192.168.56.1,224.0.0.251,MDNS,76,normal,1.508206922332707
2025-04-13 19:43:56,,,MDNS,96,normal,1.5070137457116952
2025-04-13 19:43:56,,,XML,686,normal,1.371185348666004
2025-04-13 19:43:56,192.168.56.1,239.255.255.250,XML,666,normal,1.3650433245100349
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,125,normal,1.2957987681113585
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,125,normal,1.294637395501403
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,125,normal,1.288121051461188
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,125,normal,1.295044650408725
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,125,normal,1.2945846931678282
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,125,normal,1.2919020473867453
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,125,normal,1.2894017601196865
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,70,normal,1.2848902403984135
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,70,normal,1.2908131251117605
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,70,normal,1.2875190608839535
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,70,normal,1.290806129728019
2025-04-13 19:43:56,192.168.56.1,192.168.56.255,DATA,70,normal,1.2902618284036163
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,70,normal,1.2913701072558326
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,70,normal,1.2855432104416873
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,70,normal,1.2910740740630355
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,70,normal,1.2880604643764328
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,70,normal,1.292851686366117
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,70,normal,1.2863347832848582
2025-04-13 19:43:56,192.168.56.1,192.168.56.255,DATA,70,normal,1.2849375824309623
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,70,normal,1.2856800163138664
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,70,normal,1.2906417269718613
2025-04-13 19:43:56,192.168.56.1,255.255.255.255,DATA,56,normal,1.290339256966189
